id;age;job;education;default;day_of_week;duration;campaign;previous;cons.conf.idx;euribor3m;nr.employed;class
14441;45-54;technician;professional.course;no;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14442;55-64;management;university.degree;no;tue;between 6-10;2;0;Above -45;4.6-5.1;Above 53k;no
14443;17-24;admin.;university.degree;no;tue;between 6-10;2;0;Above -45;4.6-5.1;Above 53k;no
14444;35-44;technician;professional.course;no;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14445;17-24;blue-collar;basic.9y;unknown;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14446;55-64;blue-collar;illiterate;no;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14447;17-24;technician;professional.course;no;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14448;17-24;services;basic.6y;no;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14449;25-34;blue-collar;basic.9y;no;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14450;45-54;retired;university.degree;unknown;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14451;35-44;housemaid;basic.4y;no;tue;between 0-1;4;0;Above -45;4.6-5.1;Above 53k;no
14452;35-44;admin.;basic.9y;no;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14453;17-24;blue-collar;basic.9y;unknown;tue;between 0-1;4;0;Above -45;4.6-5.1;Above 53k;no
14454;45-54;blue-collar;basic.9y;no;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14455;17-24;blue-collar;basic.6y;unknown;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14456;17-24;management;university.degree;no;tue;between 2 - 5;5;0;Above -45;4.6-5.1;Above 53k;no
14457;35-44;blue-collar;basic.4y;no;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14458;17-24;blue-collar;high.school;no;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14459;17-24;blue-collar;basic.9y;no;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14460;35-44;self-employed;basic.6y;unknown;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14461;35-44;blue-collar;basic.9y;no;tue;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;no
14462;55-64;blue-collar;basic.9y;unknown;tue;between 11-20;3;0;Above -45;4.6-5.1;Above 53k;no
14463;45-54;blue-collar;basic.4y;unknown;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14464;35-44;services;basic.6y;no;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14465;17-24;admin.;university.degree;no;tue;between 6-10;2;0;Above -45;4.6-5.1;Above 53k;no
14466;35-44;technician;basic.9y;no;tue;between 11-20;3;0;Above -45;4.6-5.1;Above 53k;yes
14467;45-54;admin.;university.degree;no;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14468;55-64;blue-collar;basic.9y;unknown;tue;between 6-10;4;0;Above -45;4.6-5.1;Above 53k;no
14469;45-54;blue-collar;basic.4y;unknown;tue;between 2 - 5;6;0;Above -45;4.6-5.1;Above 53k;no
14470;35-44;technician;professional.course;no;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14471;35-44;technician;professional.course;no;tue;between 6-10;4;0;Above -45;4.6-5.1;Above 53k;no
14472;17-24;services;high.school;no;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14473;17-24;housemaid;university.degree;unknown;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14474;17-24;technician;professional.course;no;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14475;35-44;blue-collar;basic.4y;unknown;tue;between 0-1;5;0;Above -45;4.6-5.1;Above 53k;no
14476;17-24;services;high.school;no;tue;between 2 - 5;5;0;Above -45;4.6-5.1;Above 53k;no
14477;17-24;blue-collar;basic.9y;unknown;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14478;45-54;blue-collar;basic.4y;unknown;tue;between 11-20;5;0;Above -45;4.6-5.1;Above 53k;yes
14479;55-64;blue-collar;basic.4y;no;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14480;45-54;retired;basic.4y;no;tue;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;yes
14481;17-24;entrepreneur;high.school;no;tue;between 6-10;2;0;Above -45;4.6-5.1;Above 53k;no
14482;17-24;blue-collar;basic.6y;no;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14483;55-64;self-employed;professional.course;no;tue;between 11-20;2;0;Above -45;4.6-5.1;Above 53k;yes
14484;35-44;blue-collar;basic.4y;unknown;tue;between 11-20;4;0;Above -45;4.6-5.1;Above 53k;no
14485;45-54;admin.;university.degree;no;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14486;17-24;services;high.school;no;tue;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;no
14487;55-64;blue-collar;illiterate;no;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14488;35-44;admin.;high.school;no;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14489;35-44;self-employed;professional.course;unknown;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14490;17-24;entrepreneur;high.school;no;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14491;17-24;admin.;university.degree;no;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14492;35-44;management;university.degree;no;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14493;35-44;technician;professional.course;no;tue;between 11-20;4;0;Above -45;4.6-5.1;Above 53k;yes
14494;35-44;blue-collar;unknown;no;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14495;17-24;blue-collar;basic.9y;unknown;tue;between 2 - 5;5;0;Above -45;4.6-5.1;Above 53k;no
14496;45-54;blue-collar;basic.6y;no;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14497;45-54;retired;basic.9y;no;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14498;45-54;blue-collar;basic.4y;unknown;tue;between 6-10;2;0;Above -45;4.6-5.1;Above 53k;no
14499;35-44;blue-collar;basic.4y;no;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14500;45-54;blue-collar;basic.4y;unknown;tue;between 0-1;3;0;Above -45;4.6-5.1;Above 53k;no
14501;17-24;entrepreneur;university.degree;no;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14502;17-24;admin.;university.degree;no;tue;between 2 - 5;5;0;Above -45;4.6-5.1;Above 53k;no
14503;45-54;technician;professional.course;no;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14504;35-44;blue-collar;basic.9y;no;tue;between 11-20;3;0;Above -45;4.6-5.1;Above 53k;no
14505;17-24;technician;professional.course;no;tue;between 6-10;4;0;Above -45;4.6-5.1;Above 53k;no
14506;35-44;services;university.degree;no;tue;between 6-10;4;0;Above -45;4.6-5.1;Above 53k;no
14507;17-24;entrepreneur;basic.4y;no;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14508;35-44;admin.;university.degree;no;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14509;17-24;admin.;high.school;unknown;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14510;17-24;admin.;high.school;unknown;tue;between 2 - 5;5;0;Above -45;4.6-5.1;Above 53k;no
14511;17-24;admin.;university.degree;no;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14512;17-24;entrepreneur;high.school;unknown;tue;between 11-20;4;0;Above -45;4.6-5.1;Above 53k;no
14513;35-44;blue-collar;basic.6y;unknown;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14514;55-64;blue-collar;basic.6y;unknown;tue;between 2 - 5;5;0;Above -45;4.6-5.1;Above 53k;no
14515;45-54;admin.;university.degree;no;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14516;17-24;services;high.school;no;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14517;45-54;services;basic.4y;no;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14518;35-44;blue-collar;unknown;unknown;tue;between 0-1;5;0;Above -45;4.6-5.1;Above 53k;no
14519;17-24;blue-collar;basic.4y;unknown;tue;between 2 - 5;5;0;Above -45;4.6-5.1;Above 53k;no
14520;35-44;management;university.degree;no;tue;between 11-20;4;0;Above -45;4.6-5.1;Above 53k;no
14521;25-34;entrepreneur;university.degree;no;tue;between 11-20;3;0;Above -45;4.6-5.1;Above 53k;yes
14522;35-44;admin.;high.school;no;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14523;17-24;admin.;high.school;unknown;tue;between 0-1;2;0;Above -45;4.6-5.1;Above 53k;no
14524;17-24;services;high.school;unknown;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14525;17-24;blue-collar;basic.9y;no;tue;between 0-1;4;0;Above -45;4.6-5.1;Above 53k;no
14526;25-34;blue-collar;basic.9y;unknown;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14527;17-24;admin.;high.school;unknown;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14528;35-44;admin.;basic.6y;no;tue;between 6-10;Above 7;0;Above -45;4.6-5.1;Above 53k;no
14529;35-44;blue-collar;unknown;unknown;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14530;35-44;services;high.school;no;tue;between 21-40;4;0;Above -45;4.6-5.1;Above 53k;yes
14531;35-44;admin.;university.degree;unknown;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14532;45-54;unemployed;university.degree;no;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14533;35-44;blue-collar;basic.4y;no;tue;between 0-1;2;0;Above -45;4.6-5.1;Above 53k;no
14534;35-44;services;high.school;no;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14535;17-24;technician;professional.course;no;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14536;17-24;blue-collar;basic.9y;unknown;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14537;35-44;admin.;university.degree;unknown;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14538;17-24;management;university.degree;no;tue;between 6-10;5;0;Above -45;4.6-5.1;Above 53k;no
14539;45-54;technician;high.school;no;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14540;35-44;admin.;university.degree;no;tue;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;no
14541;55-64;blue-collar;unknown;no;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14542;17-24;admin.;university.degree;no;tue;between 6-10;6;0;Above -45;4.6-5.1;Above 53k;no
14543;45-54;unemployed;university.degree;no;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14544;35-44;services;high.school;no;tue;between 6-10;4;0;Above -45;4.6-5.1;Above 53k;no
14545;45-54;technician;professional.course;no;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14546;17-24;admin.;high.school;no;tue;between 0-1;1;0;Above -45;4.6-5.1;Above 53k;no
14547;45-54;blue-collar;basic.4y;unknown;tue;between 2 - 5;Above 7;0;Above -45;4.6-5.1;Above 53k;no
14548;17-24;blue-collar;basic.4y;no;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14549;17-24;blue-collar;basic.6y;no;tue;between 2 - 5;5;0;Above -45;4.6-5.1;Above 53k;no
14550;17-24;services;high.school;no;tue;between 2 - 5;1;0;Above -45;4.6-5.1;Above 53k;no
14551;45-54;technician;professional.course;no;tue;between 6-10;5;0;Above -45;4.6-5.1;Above 53k;no
14552;45-54;retired;university.degree;no;tue;between 6-10;4;0;Above -45;4.6-5.1;Above 53k;no
14553;35-44;admin.;university.degree;no;tue;between 2 - 5;1;0;Above -45;4.6-5.1;Above 53k;no
14554;35-44;blue-collar;basic.4y;unknown;tue;between 21-40;3;0;Above -45;4.6-5.1;Above 53k;yes
14555;17-24;housemaid;basic.9y;no;tue;between 11-20;4;0;Above -45;4.6-5.1;Above 53k;yes
14556;25-34;admin.;high.school;no;tue;between 2 - 5;1;0;Above -45;4.6-5.1;Above 53k;no
14557;45-54;blue-collar;basic.4y;unknown;tue;between 2 - 5;1;0;Above -45;4.6-5.1;Above 53k;no
14558;45-54;admin.;basic.6y;no;tue;between 6-10;1;0;Above -45;4.6-5.1;Above 53k;no
14559;55-64;management;basic.4y;unknown;tue;between 2 - 5;1;0;Above -45;4.6-5.1;Above 53k;no
14560;55-64;housemaid;basic.4y;unknown;tue;between 2 - 5;1;0;Above -45;4.6-5.1;Above 53k;no
14561;45-54;admin.;basic.6y;no;tue;between 6-10;1;0;Above -45;4.6-5.1;Above 53k;no
14562;25-34;student;high.school;unknown;tue;between 2 - 5;1;0;Above -45;4.6-5.1;Above 53k;no
14563;17-24;admin.;university.degree;no;tue;between 2 - 5;1;0;Above -45;4.6-5.1;Above 53k;no
14564;55-64;blue-collar;basic.4y;unknown;tue;between 2 - 5;5;0;Above -45;4.6-5.1;Above 53k;no
14565;45-54;blue-collar;basic.4y;unknown;tue;between 2 - 5;1;0;Above -45;4.6-5.1;Above 53k;no
14566;17-24;blue-collar;basic.9y;no;tue;between 2 - 5;6;0;Above -45;4.6-5.1;Above 53k;no
14567;17-24;services;high.school;no;tue;between 2 - 5;1;0;Above -45;4.6-5.1;Above 53k;no
14568;35-44;admin.;basic.9y;no;tue;between 2 - 5;1;0;Above -45;4.6-5.1;Above 53k;no
14569;35-44;blue-collar;basic.9y;no;tue;between 2 - 5;1;0;Above -45;4.6-5.1;Above 53k;no
14570;35-44;technician;professional.course;unknown;tue;between 2 - 5;1;0;Above -45;4.6-5.1;Above 53k;no
14571;17-24;technician;professional.course;no;tue;between 2 - 5;5;0;Above -45;4.6-5.1;Above 53k;no
14572;17-24;admin.;university.degree;no;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14573;17-24;blue-collar;basic.9y;no;tue;between 6-10;1;0;Above -45;4.6-5.1;Above 53k;no
14574;35-44;blue-collar;basic.6y;no;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14575;17-24;admin.;high.school;unknown;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14576;17-24;blue-collar;basic.9y;unknown;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14577;35-44;blue-collar;basic.9y;no;tue;between 11-20;1;0;Above -45;4.6-5.1;Above 53k;yes
14578;17-24;technician;professional.course;no;tue;between 0-1;4;0;Above -45;4.6-5.1;Above 53k;no
14579;35-44;technician;professional.course;unknown;tue;between 2 - 5;1;0;Above -45;4.6-5.1;Above 53k;no
14580;17-24;management;university.degree;no;tue;between 11-20;1;0;Above -45;4.6-5.1;Above 53k;no
14581;55-64;management;university.degree;no;tue;between 2 - 5;1;0;Above -45;4.6-5.1;Above 53k;no
14582;35-44;housemaid;basic.4y;no;tue;between 2 - 5;1;0;Above -45;4.6-5.1;Above 53k;no
14583;17-24;admin.;basic.9y;no;tue;between 11-20;2;0;Above -45;4.6-5.1;Above 53k;yes
14584;35-44;housemaid;basic.9y;no;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14585;35-44;admin.;high.school;no;tue;between 2 - 5;6;0;Above -45;4.6-5.1;Above 53k;no
14586;35-44;blue-collar;basic.9y;no;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14587;45-54;technician;professional.course;no;tue;between 6-10;5;0;Above -45;4.6-5.1;Above 53k;no
14588;17-24;services;high.school;no;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14589;45-54;technician;university.degree;no;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14590;45-54;blue-collar;basic.4y;unknown;tue;between 11-20;4;0;Above -45;4.6-5.1;Above 53k;no
14591;17-24;admin.;high.school;no;tue;between 6-10;1;0;Above -45;4.6-5.1;Above 53k;no
14592;17-24;services;unknown;unknown;tue;between 11-20;1;0;Above -45;4.6-5.1;Above 53k;yes
14593;17-24;services;unknown;unknown;tue;between 11-20;1;0;Above -45;4.6-5.1;Above 53k;yes
14594;17-24;blue-collar;high.school;no;tue;between 2 - 5;5;0;Above -45;4.6-5.1;Above 53k;no
14595;17-24;admin.;high.school;unknown;tue;between 11-20;3;0;Above -45;4.6-5.1;Above 53k;no
14596;17-24;management;high.school;no;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14597;17-24;services;high.school;no;tue;between 11-20;4;0;Above -45;4.6-5.1;Above 53k;yes
14598;45-54;admin.;professional.course;no;tue;between 11-20;3;0;Above -45;4.6-5.1;Above 53k;yes
14599;17-24;technician;professional.course;no;tue;between 6-10;1;0;Above -45;4.6-5.1;Above 53k;yes
14600;17-24;technician;professional.course;no;tue;between 6-10;1;0;Above -45;4.6-5.1;Above 53k;no
14601;17-24;blue-collar;basic.4y;no;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14602;17-24;technician;professional.course;no;tue;between 2 - 5;1;0;Above -45;4.6-5.1;Above 53k;no
14603;17-24;management;university.degree;no;tue;between 21-40;6;0;Above -45;4.6-5.1;Above 53k;yes
14604;17-24;blue-collar;high.school;unknown;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14605;17-24;entrepreneur;university.degree;no;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14606;35-44;services;high.school;no;tue;between 6-10;2;0;Above -45;4.6-5.1;Above 53k;no
14607;17-24;admin.;basic.9y;no;tue;between 11-20;2;0;Above -45;4.6-5.1;Above 53k;no
14608;35-44;admin.;high.school;no;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14609;55-64;management;basic.4y;unknown;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14610;17-24;admin.;university.degree;no;tue;between 6-10;2;0;Above -45;4.6-5.1;Above 53k;no
14611;45-54;blue-collar;basic.4y;no;tue;between 2 - 5;5;0;Above -45;4.6-5.1;Above 53k;no
14612;17-24;management;university.degree;no;tue;between 6-10;5;0;Above -45;4.6-5.1;Above 53k;no
14613;35-44;housemaid;university.degree;unknown;tue;between 0-1;Above 7;0;Above -45;4.6-5.1;Above 53k;no
14614;35-44;technician;university.degree;no;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14615;45-54;blue-collar;unknown;no;tue;between 2 - 5;Above 7;0;Above -45;4.6-5.1;Above 53k;no
14616;25-34;technician;university.degree;no;tue;between 11-20;Above 7;0;Above -45;4.6-5.1;Above 53k;no
14617;17-24;unemployed;unknown;no;tue;between 2 - 5;6;0;Above -45;4.6-5.1;Above 53k;no
14618;45-54;housemaid;basic.4y;no;tue;between 2 - 5;Above 7;0;Above -45;4.6-5.1;Above 53k;no
14619;35-44;admin.;high.school;no;tue;between 6-10;5;0;Above -45;4.6-5.1;Above 53k;yes
14620;17-24;technician;professional.course;no;tue;between 6-10;1;0;Above -45;4.6-5.1;Above 53k;no
14621;35-44;blue-collar;basic.9y;no;tue;between 2 - 5;5;0;Above -45;4.6-5.1;Above 53k;no
14622;55-64;blue-collar;basic.4y;unknown;tue;between 6-10;5;0;Above -45;4.6-5.1;Above 53k;no
14623;17-24;admin.;university.degree;no;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14624;35-44;housemaid;high.school;no;tue;between 2 - 5;5;0;Above -45;4.6-5.1;Above 53k;no
14625;35-44;admin.;university.degree;no;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14626;45-54;admin.;professional.course;no;tue;between 6-10;4;0;Above -45;4.6-5.1;Above 53k;no
14627;55-64;blue-collar;basic.6y;unknown;tue;between 6-10;6;0;Above -45;4.6-5.1;Above 53k;no
14628;45-54;blue-collar;basic.9y;no;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14629;45-54;admin.;professional.course;no;tue;between 6-10;Above 7;0;Above -45;4.6-5.1;Above 53k;no
14630;45-54;housemaid;basic.4y;unknown;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14631;35-44;entrepreneur;basic.6y;no;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14632;17-24;management;basic.4y;no;tue;between 2 - 5;Above 7;0;Above -45;4.6-5.1;Above 53k;no
14633;45-54;unemployed;university.degree;no;tue;between 2 - 5;5;0;Above -45;4.6-5.1;Above 53k;no
14634;17-24;technician;basic.6y;no;tue;between 11-20;3;0;Above -45;4.6-5.1;Above 53k;yes
14635;35-44;services;high.school;no;tue;between 2 - 5;5;0;Above -45;4.6-5.1;Above 53k;no
14636;35-44;admin.;university.degree;no;tue;between 11-20;4;0;Above -45;4.6-5.1;Above 53k;no
14637;17-24;admin.;university.degree;no;tue;between 0-1;3;0;Above -45;4.6-5.1;Above 53k;no
14638;35-44;blue-collar;basic.9y;no;tue;between 11-20;2;0;Above -45;4.6-5.1;Above 53k;no
14639;35-44;blue-collar;basic.6y;no;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14640;17-24;technician;professional.course;no;tue;between 11-20;5;0;Above -45;4.6-5.1;Above 53k;yes
14641;35-44;entrepreneur;university.degree;no;tue;between 2 - 5;5;0;Above -45;4.6-5.1;Above 53k;no
14642;17-24;admin.;high.school;unknown;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14643;17-24;management;university.degree;no;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14644;17-24;services;high.school;no;tue;between 11-20;4;0;Above -45;4.6-5.1;Above 53k;no
14645;17-24;services;high.school;no;tue;between 2 - 5;Above 7;0;Above -45;4.6-5.1;Above 53k;no
14646;45-54;admin.;university.degree;no;tue;between 2 - 5;Above 7;0;Above -45;4.6-5.1;Above 53k;no
14647;45-54;admin.;university.degree;no;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14648;17-24;blue-collar;high.school;no;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14649;17-24;entrepreneur;high.school;no;tue;between 2 - 5;5;0;Above -45;4.6-5.1;Above 53k;no
14650;17-24;technician;professional.course;no;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14651;45-54;blue-collar;basic.9y;unknown;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14652;35-44;admin.;basic.9y;no;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14653;35-44;blue-collar;basic.9y;no;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14654;55-64;blue-collar;basic.4y;unknown;tue;between 2 - 5;5;0;Above -45;4.6-5.1;Above 53k;no
14655;55-64;blue-collar;basic.6y;unknown;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14656;35-44;admin.;university.degree;unknown;tue;between 2 - 5;5;0;Above -45;4.6-5.1;Above 53k;no
14657;17-24;services;high.school;no;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14658;55-64;management;basic.4y;unknown;tue;between 11-20;2;0;Above -45;4.6-5.1;Above 53k;no
14659;17-24;entrepreneur;university.degree;no;tue;between 2 - 5;Above 7;0;Above -45;4.6-5.1;Above 53k;no
14660;35-44;blue-collar;basic.6y;no;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14661;17-24;blue-collar;basic.6y;unknown;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14662;55-64;admin.;university.degree;no;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14663;35-44;blue-collar;basic.4y;unknown;tue;between 2 - 5;5;0;Above -45;4.6-5.1;Above 53k;no
14664;17-24;management;high.school;no;tue;between 6-10;Above 7;0;Above -45;4.6-5.1;Above 53k;no
14665;17-24;blue-collar;basic.9y;no;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14666;35-44;blue-collar;basic.4y;no;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14667;35-44;management;university.degree;no;tue;between 6-10;4;0;Above -45;4.6-5.1;Above 53k;no
14668;17-24;services;unknown;unknown;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14669;35-44;blue-collar;basic.9y;no;tue;between 6-10;4;0;Above -45;4.6-5.1;Above 53k;no
14670;55-64;management;basic.9y;no;tue;between 6-10;5;0;Above -45;4.6-5.1;Above 53k;no
14671;35-44;blue-collar;basic.9y;no;tue;between 2 - 5;6;0;Above -45;4.6-5.1;Above 53k;no
14672;17-24;technician;professional.course;no;tue;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;no
14673;17-24;blue-collar;basic.9y;unknown;tue;between 6-10;2;0;Above -45;4.6-5.1;Above 53k;no
